TRANSTEXT 9.0
PRIMARY_LANGID 5
English Text	Translated Text	Item Type
"Dependency colour"	"Barva závislostí"	"label"
"Dependent date"	"Datum závislosti"	"tooltip"
"Dependents"	"Závislé úkoly"	"tooltip"
"Description"	"Popis"	"sysheader32"
"Details"	"&Detaily"	"groupbox"
"Development Preview"	"Vývojářský náhled"	"text"
"Dialog"	"Dialog"	"dialog"
"Dictionaries"	"Slovníky"	"combobox"
"Direction"	"Směr"	"label"
"Dismiss"	"Zavřít"	"button"
"Display"	"Zobrazení"	"label"
"Display 'Alloc To' after task's gantt bar"	"Zobrazit 'Přiřazeno' za Ganttovým pruhem úkolu"	"checkbox"
"Display 'Alloc To' column"	"Zobrazit sloupec 'Přiřazeno'"	"checkbox"
"Display 'File Link' images as thumbnails"	"Zobrazit obrázky z 'Odkazů na soubor' jako miniatury"	"checkbox"
"Display 'Task Title' after task's gantt bar"	"Zobrazit 'Název úkolu' za Ganttovým pruhem úkolu"	"checkbox"
"Display 'Time Periods' in HMS format"	"&Zobrazit časové úseky ve formátu HMS (HH:MM:SS)"	"checkbox"
"Display 'User Defined Tools'"	"Zobrazit 'Uživatelsky definované nástroje'"	"checkbox"
"Display a parent task's '% Completion' as being the average of all its subtasks' % completions"	"&Zobrazit % splnění nadřazeného úkolu jako průměr všech jeho podúkolů"	"checkbox"
"Display a task as 'Flagged' if any of its subtasks are flagged"	"Zobrazit úkol jako 'Označený', pokud je označen kterýkoliv z jeho podúkolů"	"checkbox"
"Display a task's '% Completion' as being equal to its 'Time Spent' divided by its 'Time Estimate'"	"Zobrazit % splnění úkolu jako poměr 'Stráveného času' k 'Odhadovanému času'"	"checkbox"
"Display a task's 'Due Date' as"	"Zobrazit 'Termín' úkolu jako"	"groupbox"
"Display a task's 'Last Modified' date as the latest of its and all its subtasks' last modified dates"	"Zobrazit datum 'Poslední změny' úkolu jako nejnovější z jeho dat a dat všech podúkolů"	"checkbox"
"Display a task's 'Remaining Time' as"	"Zobrazit 'Zbývající čas' úkolu jako"	"groupbox"
"Display a task's 'Start Date' as"	"Zobrazit 'Datum zahájení' úkolu jako"	"groupbox"
"Display a task's priority/risk as being the highest of its and all its subtasks' priorities/risks"	"Zobrazit &prioritu/riziko úkolu jako nejvyšší z jeho vlastních a všech podúkolů"	"checkbox"
"Display a warning if I attempt to add or delete tasks from an archive"	"Zobrazit varování, pokud se pokusím přidat nebo smazat úkoly z archivu"	"checkbox"
"Display active tasks on 'Today'"	"Zobrazit aktivní úkoly v 'Dnes'"	"checkbox"
"Display an image behind content pages"	"Zobrazit obrázek na pozadí stránek s obsahem"	"checkbox"
"Display as percentage"	"Zobrazit jako procenta"	"text"
"Display collapsed parent tasks as 'Rollups'"	"Zobrazit sbalené nadřazené úkoly jako 'Souhrnné'"	"button"
"Display comments after a task's title"	"Zobrazit komentáře za &názvem úkolu"	"checkbox"
"Display completed tasks"	"Zobrazit dokončené úkoly"	"checkbox"
"Display confirmation dialog for each period logged"	"Zobrazit potvrzení pro každé zaznamenané období"	"checkbox"
"Display dates and times in ISO format"	"Zobrazit datum a čas v I&SO formátu"	"checkbox"
"Display delete confirmation dialog"	"Zobrazit potvrzení při &mazání"	"checkbox"
"Display future occurrences of recurring tasks"	"Zobrazit budoucí výskyty opakujících se úkolů"	"checkbox"
"Display in toolbar"	"Zobrazit na panelu nástrojů"	"checkbox"
"Display Language"	"Jazyk rozhraní"	"label"
"Display notifications in HTML"	"&Zobrazit oznámení v HTML"	"checkbox"
"Display only the first line of comments"	"Zobrazit pouze první řádek komentářů"	"checkbox"
"Display reminders using 'Stickies' (by Zhorn Software)"	"Zobrazovat připomínky pomocí 'Stickies' (od Zhorn Software)"	"checkbox"
"Display report automatically"	"Zobrazit sestavu automaticky"	"checkbox"
"Display save confirmation dialog on exit, otherwise the tasklist will be auto-saved"	"Při ukončení zobrazit potvrzení uložení (jinak se seznam uloží automaticky)"	"checkbox"
"Display task 'Completion' dates"	"Zobrazit data 'Dokončení' úkolu"	"checkbox"
"Display task 'Due' dates"	"Zobrazit 'Termíny' úkolu"	"checkbox"
"Display task 'Start' dates"	"Zobrazit data 'Zahájení' úkolu"	"checkbox"
"Display tasks discontinuously between their 'Start' and 'Due' (or 'Completion') dates"	"Zobrazovat úkoly přerušovaně mezi datem 'Zahájení' a 'Termínu' (nebo 'Dokončení')"	"checkbox"
"Display the following attributes for each task"	"U každého úkolu zobrazit následující atributy"	"groupbox"
"Display the image file directly (currently supports bmp, ico, gif, jpg, png)"	"Zobrazit obrázek přímo (podporuje bmp, ico, gif, jpg, png)"	"radiobutton"
"Display the image file directly\n(currently supports bmp, ico, gif, jpg, png)"	"Zobrazit soubor obrázku přímo\n(podporuje bmp, ico, gif, jpg, png)"	"radiobutton"
"Display the selected task's path in the header bar"	"&Zobrazit cestu k vybranému úkolu v záhlaví"	"checkbox"
"Display watermark image (applies to all html comments)"	"Zobrazit obrázek vodoznaku (platí pro všechny HTML komentáře)"	"checkbox"
"Distributed (Indent)"	"Rozmístěné (Odsazení)"	"combobox"
"Divide"	"Dělit"	"combobox"
"Do Search"	"Vyhledat"	"tooltip"
"Do you want to create a new recurring task or reuse the existing recurring task ?"	"Chcete vytvořit nový opakující se úkol nebo použít stávající opakující se úkol?"	"label"
"Do you want to delete the existing column definitions?"	"Chcete smazat stávající definice sloupců?"	"text"
"Dock Below"	"Ukotvit dolů"	"tooltip"
"Dock Left"	"Ukotvit vlevo"	"tooltip"
"Dock Right"	"Ukotvit vpravo"	"tooltip"
"Documentation..."	"Dokumentace..."	"menu"
"does not equal"	"nerovná se"	"text"
"does not include"	"neobsahuje"	"text"
"Donate..."	"&Přispět..."	"menu"
"Done!"	"Hotovo!"	"text"
"Dotted"	"Tečkovaná"	"menu"
"Double-click to go to task"	"Poklepáním přejdete na úkol"	"tooltip"
"Doughnut Style"	"Prstencový styl"	"combobox"
"Download More Dictionaries"	"Stáhnout další slovníky"	"label"
"Download Progress"	"Průběh stahování"	"dialog"
"Download Progress (%d%%)"	"Průběh stahování (%d%%)"	"text"
"Downloading '%s' from '%s'"	"Stahování '%s' z '%s'"	"text"
"Downloading latest update..."	"Stahování nejnovější aktualizace..."	"text"
"Draw connections on top"	"Kreslit spojnice navrchu"	"combobox"
"Draw pins"	"Kreslit špendlíky"	"combobox"
"Dropdown List"	"Rozbalovací seznam"	"menu"
"Dropdown List Cell Items"	"Položky buněk rozbalovacího seznamu"	"dialog"
"Due"	"Termín"	"sysheader32"
"Due Date"	"&Termín (datum)"	"menu"
  "Due Date"	"&Termín (datum)"	"label"
"Due date"	"Termín (datum)"	"label"
"Due date - Current date"	"Termín - Aktuální datum"	"radiobutton"
"Due in %s"	"Termín za %s"	"text"
"Due Now"	"Termín vypršel nyní"	"text"
"Due Task Notifications"	"Oznámení o termínech úkolů"	"label"
"Due Tasks"	"Úkoly v termínu"	"menu"
"Due Tasks: %s"	"Úkoly v termínu: %s"	"text"
"Due Time"	"&Termín (čas)"	"label"
"Due/Completion Dates"	"Data termínu/dokončení"	"combobox"
"Duplicate"	"Duplikovat"	"button"
"Duplicate Time Block"	"Duplikovat časový blok"	"tooltip"
"Duplicate Tool"	"Duplikovat nástroj"	"tooltip"
"Duration"	"Trvání"	"label"
  "Duration"	""	"checklistbox"
"Dynamic data, multi-selection"	"Dynamická data, vícenásobný výběr"	"text"
"Dynamic data, single-selection"	"Dynamická data, jeden výběr"	"text"
"Dynamic Droplists"	"Dynamické seznamy"	"label"
"Dynamically reduce items heights to display more tasks"	"Dynamicky zmenšovat výšku položek pro zobrazení více úkolů"	"checkbox"
"Edit"	"&Upravit"	"menu"
"Edit Allocations"	"Upravit přiřazení"	"tooltip"
"Edit Attribute Title"	"Upravit název atributu"	"tooltip"
"Edit Cell"	"Upravit buňku"	"menu"
"Edit Connection"	"Upravit spojení"	"tooltip"
"Edit Dependency"	"Upravit závislost"	"tooltip"
"Edit Dropdown List Items..."	"Upravit položky rozbalovacího seznamu..."	"menu"
"Edit Field Visibility"	"Upravit viditelnost polí"	"sysheader32"
"Edit Html"	"Upravit HTML"	"dialog"
"Edit Ignore List"	"Upravit seznam ignorovaných"	"tooltip"
  "Edit Ignore List"	"Upravit seznam ignorovaných"	"dialog"
"Edit Label"	"Upravit popisek"	"button"
"Edit Log Entry"	"Upravit záznam protokolu"	"dialog"
"Edit Task Dependency"	"Upravit závislost úkolu"	"dialog"
"Edit Task Dependency..."	"Upravit závislosti úkolu..."	"menu"
"Edit Task Log File"	"Upravit protokol úkolu"	"menu"
"Edit Task Recurrence..."	"Upravit opakování úkolu..."	"menu"
"Edit Task Title"	"&Upravit název úkolu"	"menu"
  "Edit Task Title"	"Upravit název úkolu"	"tooltip"
"Edit Time Block Series"	"Upravit sérii časových bloků"	"tooltip"
"Edit Tool Name"	"Upravit název nástroje"	"tooltip"
"Edit..."	"Upravit..."	"button"
"Elapsed time"	"Uplynulý čas"	"label"
"Email Selected Tasks..."	"Odeslat vybrané úkoly e-mailem..."	"menu"
"Email Tasks"	"Odeslat úkoly e-mailem"	"dialog"
"Email Tasks..."	"Odeslat úkoly e-mailem..."	"menu"
"Embed a copy of the file which can be viewed by double-clicking the icon"	"Vložit kopii souboru, kterou lze zobrazit poklepáním na ikonu"	"radiobutton"
"Embed a link to the file which allows the original file to be edited and automatically updated"	"Vložit odkaz na soubor, který umožňuje úpravu a automatickou aktualizaci původního souboru"	"radiobutton"
"Enable"	"Povolit"	"checkbox"
"Enable '.tdl' as a file extension for tasklists"	"Povolit '.tdl' jako příponu pro seznamy úkolů"	"checkbox"
"Enable 'Add-to-Dictionary' (for translators)"	"Povolit 'Přidat do slovníku' (pro překladatele)"	"checkbox"
"Enable 'Overload' display"	"Povolit zobrazení 'Přetížení'"	"checkbox"
"Enable 'tdl://' as a url protocol"	"Povolit 'tdl://' jako URL protokol"	"checkbox"
"Enable 'Underload' display"	"Povolit zobrazení 'Nízké vytížení'"	"checkbox"
"Enable Debug Logging"	"Povolit ladicí protokolování"	"menu"
"Enable delayed loading of tasklists"	"Povolit odložené načítání seznamů úkolů"	"checkbox"
"Enable Editing"	"Povolit úpravy"	"tooltip"
"Enable full row selection"	"&Povolit výběr celého řádku"	"checkbox"
"Enable support for Right-to-Left (RTL) user input"	"Povolit podporu pro psaní zprava doleva (RTL)"	"checkbox"
"Enable window fading when showing dialog boxes"	"&Povolit prolínání oken při zobrazení dialogů"	"checkbox"
"Encrypt Tasklist"	"&Zašifrovat seznam úkolů"	"menu"
"End"	"Konec"	"combobox"
"End after"	"Ukončit po"	"checkbox"
"End Date"	"Datum ukončení"	"text"
"End of Last Month"	"Konec minulého měsíce"	"menu"
"End of Last Week"	"Konec minulého týdne"	"menu"
"End of Last Year"	"Konec minulého roku"	"menu"
"End of Next Month"	"Konec příštího měsíce"	"menu"
"End of Next Week"	"Konec příštího týdne"	"menu"
"End of Next Year"	"Konec příštího roku"	"menu"
"End of This Month"	"Konec tohoto měsíce"	"menu"
"End of This Week"	"Konec tohoto týdne"	"menu"
"End of This Year"	"Konec tohoto roku"	"menu"
"End Time"	"Čas ukončení"	"text"
"Enter Password"	"Zadejte heslo"	"label"
"Enter the password for encrypting this tasklist and then confirm it."	"Zadejte heslo pro šifrování tohoto seznamu úkolů a poté jej potvrďte."	"label"
"Entry ID"	"ID záznamu"	"text"
"equals"	"rovná se"	"text"
"Error"	"Chyba"	"menu"
"Est."	"Odhad"	"text"
"Est: %s"	"Odhad: %s"	"text"
"Estimated/Spent Days"	"Odhadované/Strávené dny"	"combobox"
"Every"	"&Každý"	"radiobutton"
"Every weekday"	"Každý pracovní den"	"radiobutton"
"Evidence Board"	"Nástěnka (Evidence Board)"	"systabcontrol32"
"Evidence Board Preferences"	"Předvolby nástěnky"	"dialog"
"Exclude blank list item"	"Vyloučit prázdnou položku seznamu"	"combobox"
"Exit"	"U&končit"	"menu"
"Exit ToDoList"	"U&končit ToDoList"	"menu"
"Expand"	"&Rozbalit"	"menu"
"Expand All Images"	"Rozbalit všechny obrázky"	"tooltip"
"Expand all tasks"	"&Rozbalit všechny úkoly"	"checkbox"
"Expand Task"	"Rozbalit úkol"	"tooltip"
"Expiry Time"	"Čas vypršení"	"text"
"Export"	"Exportovat"	"button"
"Export attributes in visible columns only"	"E&xportovat atributy pouze z viditelných sloupců"	"checkbox"
"Export filtered tasks only"	"Exportovat pouze filtrované úkoly"	"checkbox"
"Export Preferences from Registry..."	"&Exportovat nastavení z registru..."	"menu"
"Export Tasklist As"	"Exportovat seznam úkolů jako"	"text"
"Export Tasklist|You must select a filename that does not match the tasklist being exported."	"Exportovat seznam|Musíte vybrat název souboru, který se neshoduje s exportovaným seznamem."	"label"
"Export Tasks"	"Exportovat úkoly"	"dialog"
"Export tasks as 'appointment' items"	"Exportovat úkoly jako 'schůzky'"	"radiobutton"
"Export tasks as 'event' items"	"Exportovat úkoly jako 'události'"	"radiobutton"
"Export tasks as 'to-do' items"	"Exportovat úkoly jako 'úkoly k vyřízení'"	"radiobutton"
"Export Tasks to CSV"	"Export úkolů do CSV"	"dialog"
"Export Tasks to iCalendar"	"Export úkolů do iCalendar"	"dialog"
"Export Tasks to Outline"	"Export úkolů do osnovy"	"dialog"
"Export Tasks..."	"E&xportovat úkoly…"	"menu"
"Export the project name as the first line"	"Exportovat název projektu jako první řádek"	"checkbox"
"Export To"	"Exportovat do"	"groupbox"
"Export to folder"	"Exportovat do složky"	"checkbox"
"Export to one file"	"Exp&ortovat do jednoho souboru"	"checkbox"
"Export..."	"E&xport..."	"menu"
"Exporting Csv File"	"Exportování souboru CSV"	"dialog"
"Exporting tasklists..."	"Exportování seznamů úkolů..."	"text"
"Ext.ID"	"Ext.ID"	"text"
"Extended tasklist selection"	"Rozšířený výběr seznamu úkolů"	"text"
"External ID"	"E&xterní ID"	"label"
  "External ID"	"Externí ID"	"combobox"
  "External ID"	"&Externí ID"	"menu"
"Features"	"Funkce"	"sysheader32"
  "Features"	"Funkce"	"label"
"Feedback and Support"	"&Zpětná vazba a podpora"	"menu"
"File"	"Sou&bor"	"radiobutton"
  "File"	"&Soubor"	"menu"
"File Actions"	"Akce se soubory"	"text"
"File Actions (more)"	"Akce se soubory (více)"	"text"
"File Actions (more)>Backup"	"Akce se soubory (více)>Zálohování"	"text"
"File Actions (more)>Saving"	"Akce se soubory (více)>Ukládání"	"text"
"File Actions>Archiving"	"Akce se soubory>Archivace"	"text"
"File Actions>Due Task Notifications"	"Akce se soubory>Oznámení o termínech"	"text"
"File Actions>Loading"	"Akce se soubory>Načítání"	"text"
"File Actions>Switching Tasklists"	"Akce se soubory>Přepínání seznamů úkolů"	"text"
"File Checking"	"Kontrola souborů"	"label"
"File Link"	"&Odkaz na soubor"	"label"
  "File Link"	""	"combobox"
  "File Link"	""	"menu"
"File Link Preferences"	"Předvolby odkazů na soubory"	"dialog"
"File Linking"	"Odkazování na soubory"	"label"
"File name"	"Název souboru"	"label"
"File not found (%s)"	"Soubor nenalezen (%s)"	"tooltip"
"File Path"	"Cesta k souboru"	"sysheader32"
"File prompt"	"Výzva k výběru souboru"	"text"
"File Timestamp Change"	"Změna časového razítka souboru"	"text"
"Filename"	"Název souboru"	"sysheader32"
"Files of type"	"Soubory &typu"	"label"
"Fill"	"Výplň"	"menu"
"Fill Colour"	"Barva výplně"	"checkbox"
"Fill Pattern"	"Vzor výplně"	"label"
"Filter"	"Filtr"	"text"
"Filter Bar"	"Panel filtru"	"menu"
"Filter Bar Visibility"	"Viditelnost panelu filtru"	"sysheader32"
"Filter Tasks"	"Filtrovat úkoly"	"dialog"
"Filter..."	"Filtr..."	"menu"
"Filterable"	"Filtrovatelný"	"combobox"
"Filtered task count / Total task count"	"Počet filtrovaných úkolů / Celkový počet úkolů"	"text"
"Filtered Tasks"	"&Filtrované úkoly"	"radiobutton"
"Filtered-out tasks"	"Odfiltrované úkoly"	"combobox"
"Filtering"	"Filtrování"	"label"
"Find"	"Najít"	"label"
"Find in Comments"	"Najít v komentářích"	"dialog"
"Find in Task Titles"	"Najít v názvech úkolů"	"dialog"
"Find Next"	"Najít &další"	"menu"
"Find Previous"	"Najít &předchozí"	"menu"
"Find Tasks"	"Najít úkoly"	"dialog"
  "Find Tasks"	""	"tooltip"
"Find Tasks Filter"	"Filtr hledání úkolů"	"text"
"Find Tasks Filter %d"	"Filtr hledání úkolů %d"	"menu"
"Find Tasks Filters"	"Filtry hledání úkolů"	"text"
"Find Tasks..."	"&Najít úkoly…"	"menu"
"Find what"	"Co hledat"	"label"
"Find..."	"&Najít..."	"menu"
"Find/Replace"	"Najít/Nahradit"	"label"
"Find/Replace in Comments..."	"Najít/Nahradit v komentářích..."	"menu"
"Find/Replace in Task Titles..."	"Najít/Nahradit v názvech úkolů..."	"menu"
"Finish"	"Dokončit"	"button"
"first"	"první"	"combobox"
"First row is header row"	"První řádek je záhlaví"	"combobox"
"Five (5) Equal Subtasks"	"&Pět (5) stejných podúkolů"	"menu"
"Five (5) Subtasks"	"Pět (5) podúkolů"	"menu"
"Fixed"	"Pevné"	"radiobutton"
"Fixed column definitions: (optional)"	"Definice pevných sloupců: (volitelné)"	"groupbox"
"Fixed data, multi-selection"	"Pevná data, vícenásobný výběr"	"text"
"Fixed data, single-selection"	"Pevná data, jeden výběr"	"text"
"Flag"	"Příznak"	"checklistbox"
  "Flag"	"Příznak"	"combobox"
  "Flag"	"&Příznak"	"menu"
"Flag Request"	"Žádost o příznak"	"text"
"Flagged"	"S příznakem"	"text"
"Flagged task colour"	"&Barva úkolu s příznakem"	"checkbox"
"Flagged Tasks"	"Úkoly s příznakem"	"text"
"Folder"	"Složka"	"text"
"Folder is full path"	"Složka je úplná cesta"	"radiobutton"
"Folder is relative to application"	"Složka je relativní k aplikaci"	"radiobutton"
"Folder is relative to tasklist"	"Složka je relativní k seznamu úkolů"	"radiobutton"
"Folder prompt"	"Výzva k výběru složky"	"text"
"Font"	"Písmo"	"menu"
"Font Attributes"	"Atributy písma"	"tooltip"
"Font Dialog"	"Dialog písma"	"tooltip"
"Font Name"	"Název písma"	"label"
"Font Options"	"Možnosti písma"	"label"
"Font Size"	"Velikost písma"	"label"
"For tasks matching the following rules"	"&Pro úkoly odpovídající těmto pravidlům"	"label"
"Format"	"&Formát"	"label"
"Format Cell..."	"Formátovat buňku..."	"menu"
"Format Cells"	"Formátovat buňky"	"dialog"
"Format Cells..."	"Formátovat buňky..."	"menu"
"Formatted"	"Formátovaný"	"menu"
"Formula"	"Vzorec"	"menu"
"Forwards"	"vpřed"	"combobox"
"Four (4) Equal Subtasks"	"&Čtyři (4) stejné podúkoly"	"menu"
"Four (4) Subtasks"	"Čtyři (4) podúkoly"	"menu"
"fourth"	"čtvrtý"	"combobox"
"Fraction (eg. 2/3)"	"Zlomek (např. 2/3)"	"combobox"
"FreeMind"	"FreeMind"	"combobox"
"FreeMind Files"	"Soubory FreeMind"	"combobox"
"Freeze To Cell"	"Ukotvit k buňce"	"menu"
"Freeze To Edges"	"Ukotvit k okrajům"	"menu"
"Frequency Distributions"	"Rozdělení četnosti"	"combobox"
"From"	"z"	"radiobutton"
"From completion date"	"od data dokončení"	"combobox"
"From due date"	"od termínu splnění"	"combobox"
"From start date"	"od data zahájení"	"combobox"
"Ftp Server"	"FTP server"	"dialog"
  "Ftp Server"	"FTP server"	"menu"
"Future Occurrence"	"Budoucí výskyt"	"tooltip"
"Gantt Chart"	"Ganttův diagram"	"systabcontrol32"
  "Gantt Chart"	""	"checklistbox"
"Gantt Chart Preferences"	"Předvolby Ganttova diagramu"	"dialog"
"Gantt Preferences"	"Předvolby Gantt"	"tooltip"
"GanttProject"	"GanttProject"	"combobox"
"GanttProject Files"	"Soubory GanttProject"	"combobox"
"General"	"Obecné"	"text"
"Global hotkey"	"Globální klávesová zkratka"	"checkbox"
"Go To Task"	"Přejít na úkol"	"dialog"
"Go To Task Dependency"	"Přejít na závislost úkolu"	"menu"
"Go To Task..."	"Přejít na úkol..."	"menu"
"Go To Tasklist"	"Přejít na seznam úkolů"	"tooltip"
"Go To Today"	"Přejít na dnešek"	"tooltip"
"Gradient"	"Přechod"	"radiobutton"
"Graph colours"	"Barvy grafu"	"label"
"Graphs"	"Grafy"	"systabcontrol32"
"Graphs Preferences"	"Předvolby grafů"	"tooltip"
"Group"	"Seskupit"	"menu"
"Group Attributes"	"Atributy skupiny"	"tooltip"
"Group by"	"Seskupit podle"	"checkbox"
"Group By"	"Seskupit podle"	"label"
"Group Columns"	"Seskupit sloupce"	"menu"
"Group header background colour"	"Barva pozadí záhlaví skupiny"	"checkbox"
"Group Rows"	"Seskupit řádky"	"menu"
"Grouping"	"Seskupování"	"combobox"
"H"	"H"	"menu"
"Have subtasks inherit the following attributes from their parent when they are created"	"&Vytvářené podúkoly zdědí od svých nadřazených úkolů následující atributy"	"checkbox"
"Having the following tag"	"Mající následující štítek"	"checkbox"
"Header Properties"	"Vlastnosti záhlaví"	"dialog"
"Heading 1"	"Nadpis 1"	"menu"
"Heading 2"	"Nadpis 2"	"menu"
"Heading 3"	"Nadpis 3"	"menu"
"Heading 4"	"Nadpis 4"	"menu"
"Heading 5"	"Nadpis 5"	"menu"
"Heat-map attribute"	"Atribut teplotní mapy"	"label"
"Heat-map scheme"	"Schéma teplotní mapy"	"label"
"Height"	"výška"	"label"
"Help"	"Nápověda"	"button"
  "Help"	"&Nápověda"	"menu"
"Hi %s, ToDoList is being updated"	"Ahoj %s, ToDoList se aktualizuje"	"text"
"Hi %s, version %s is now available."	"Ahoj %s, verze %s je nyní k dispozici."	"text"
"Hide"	"Skrýt"	"menu"
"Hide '% Complete' for completed tasks"	"&Skrýt '% hotovo' u dokončených úkolů"	"checkbox"
"Hide 'Priority' number"	"&Skrýt číslo 'Priority'"	"checkbox"
"Hide 'Start' and 'Due' dates for completed tasks"	"Sk&rýt data 'Zahájení' a 'Termínu' u dokončených úkolů"	"checkbox"
"Hide <none> group"	"Skrýt skupinu <žádné>"	"combobox"
"Hide All"	"Skrýt vše"	"menu"
"Hide collapsed tasks"	"Skrýt sbalené úkoly"	"combobox"
"Hide completed tasks"	"Skrýt dokončené úkoly"	"checkbox"
"Hide confidential attributes"	"Skrýt důvěrné atributy"	"checkbox"
"Hide empty attribute values"	"Skrýt prázdné hodnoty atributů"	"checkbox"
"Hide empty columns"	"Skrýt prázdné sloupce"	"combobox"
"Hide non-working hours"	"Skrýt mimopracovní dobu"	"checkbox"
"Hide overdue tasks"	"Skrýt úkoly po termínu"	"text"
"Hide parent tasks"	"Skrýt nadřazené úkoly"	"checkbox"
"Hide subtasks"	"Skrýt podúkoly"	"combobox"
"Hide tab bar when only one tasklist is open"	"&Skrýt lištu karet, je-li otevřen pouze jeden seznam úkolů"	"checkbox"
"Hide tasks whose Start and Due dates do not fall on the same day"	"Skrýt úkoly, jejichž datum zahájení a termínu není ve stejný den"	"checkbox"
"Hide tasks whose Start and Due times are not set"	"Skrýt úkoly, které nemají nastavený čas zahájení a termínu"	"checkbox"
"Hide tasks whose Start or Due date does not fall in the current week"	"Skrýt úkoly, jejichž zahájení nebo termín nespadá do aktuálního týdne"	"checkbox"
"Hide tasks with incomplete Dependencies"	"Skrýt úkoly s nedokončenými závislostmi"	"combobox"
"Hide the splitter bar between the task titles and attribute columns"	"Skrýt rozdělovník mezi názvy úkolů a sloupci atributů"	"checkbox"
"Hide un-mapped attributes"	"Skrýt nemapované atributy"	"checkbox"
"Hide unflagged email items"	"Skrýt e-maily bez příznaku"	"checkbox"
"Hide zero '% Complete' (0%)"	"Skrýt nulové '% hotovo' (0 %)"	"checkbox"
"Hide zero 'Time Periods' and 'Costs'"	"Skrýt nulové 'Časové úseky' a 'Náklady'"	"checkbox"
"Hide zero values"	"Skrýt nulové hodnoty"	"combobox"
"High"	"Vysoká"	"text"
"High..."	"&Vysoká..."	"button"
"Highest"	"Nejvyšší"	"text"
"Homepage..."	"Domovská stránka..."	"menu"
"Horizontal"	"Vodorovně"	"label"
"Horizontal alignment"	"Vodorovné zarovnání"	"label"
"Horizontal Line"	"Vodorovná čára"	"menu"
"hours"	"hodin"	"label"
"Hours"	"Hodin"	"menu"
"HTML"	"HTML"	"groupbox"
  "HTML"	""	"menu"
"Html"	"HTML"	"combobox"
"HTML Comments Preferences"	"Předvolby HTML komentářů"	"dialog"
"HTML format"	"Formát HTML"	"radiobutton"
"Hyperlink"	"Hypertextový odkaz"	"menu"
"iCalendar"	"iCalendar"	"combobox"
"iCalendar Files"	"Soubory iCalendar"	"combobox"
"Icon"	"Ikona"	"label"
  "Icon"	""	"menu"
"Icon Path"	"Cesta k ikonám"	"sysheader32"
"Icons..."	"Ikony..."	"tooltip"
"ID"	"ID"	"sysheader32"
"If a task list cannot be checked out, keep re-trying periodically"	"Pokud nelze seznam úkolů uzamknout (Check out), opakovat pokus periodicky"	"checkbox"
"If a tasklist's status changes to writable"	"&Pokud se stav seznamu úkolů změní na 'pro zápis'"	"checkbox"
"If a tasklist's timestamp changes"	"P&okud se změní časové razítko seznamu úkolů"	"checkbox"
"If you reload the tasklist you will lose your current \nchanges.\n\nAre you sure you want to continue?"	"Pokud seznam znovu načtete, ztratíte své aktuální \nzměny.\n\nOpravdu chcete pokračovat?"	"text"
"Ignore '{0}'"	"Ignorovat '{0}'"	"menu"
"Ignore Selected Word"	"Ignorovat vybrané slovo"	"tooltip"
"Image"	"obrázek"	"sysheader32"
"Image Button"	"Obrázkové tlačítko"	"menu"
"Image Files"	"Soubory obrázků"	"combobox"
"Image of active task view (%s)"	"Obrázek aktivního zobrazení úkolů (%s)"	"radiobutton"
"Import"	"Importovat"	"button"
"Import From"	"Importovat z"	"groupbox"
"Import Preferences into Registry..."	"&Importovat nastavení do registru..."	"menu"
"Import subtasks of selected tasks"	"Importovat podúkoly vybraných úkolů"	"checkbox"
"Import Tasklist"	"Importovat seznam úkolů"	"text"
"Import Tasks"	"Importovat úkoly"	"dialog"
"Import Tasks from CSV"	"Importovat úkoly z CSV"	"dialog"
"Import Tasks from File"	"Importovat úkoly ze souboru"	"dialog"
"Import Tasks from Outline"	"Importovat osnovu"	"dialog"
"Import Tasks from Outlook"	"Importovat úkoly z Outlooku"	"dialog"
"Import Tasks from Tasklist"	"Importovat úkoly ze seznamu úkolů"	"dialog"
"Import Tasks from Text"	"Importovat úkoly z textu"	"dialog"
"Import Tasks from Windows Clipboard"	"Importovat úkoly ze schránky Windows"	"dialog"
"Import Tasks..."	"I&mportovat úkoly…"	"menu"
"Import the first line as the project name"	"Importovat první řádek jako název projektu"	"checkbox"
"Import To"	"Importovat do"	"groupbox"
"Import UDTs..."	"Importovat UDT..."	"button"
"Import..."	"I&mport..."	"button"
"Importance"	"důležitost"	"text"
"Importing Csv File"	"Importování souboru CSV"	"dialog"
"Importing tasklist..."	"Importování seznamu úkolů..."	"text"
"Importing/Exporting"	"Import/Export"	"text"
"In Task..."	"V úkolu..."	"menu"
"Include 'empty' values in Frequency Distribution graphs"	"Zahrnout 'prázdné' hodnoty do grafů rozdělení četnosti"	"checkbox"
"Include 'Task Reference' values in calculations"	"Zahrnout hodnoty 'Odkazů na úkoly' do výpočtů"	"checkbox"
"Include completed subtasks in this assessment"	"Zahrnout dokončené podúkoly do tohoto hodnocení"	"checkbox"
"Include completed subtasks in this calculation"	"Zahrnout dokončené podúkoly do tohoto výpočtu"	"checkbox"
"Include tasks without dates in calculations for 'Current Period'"	"Zahrnout úkoly bez dat do výpočtů pro 'Aktuální období'"	"checkbox"
"Include the weekday when displaying dates"	"&Zobrazovat den v týdnu u dat"	"checkbox"
"Include user name when identifying check-out"	"Zahrnout uživatelské jméno při identifikaci uzamčení (Check-out)"	"checkbox"
