TRANSTEXT 8.3.0
PRIMARY_LANGID 0
English Text	Translated Text	Item Type
"Normal"	""	"menu"
"Not a list"	""	"text"
"Not yet loaded (%s)"	""	"tooltip"
"Note: Using an ini file is great for portability and sharing preferences"	""	"label"
"Note: You can modify this choice later using 'Tools > Preferences'"	""	"label"
"Notification"	""	"text"
"Notify me if the tasklist is read-only"	""	"checkbox"
"Notify me of all tasks due (and overdue)"	""	"checkbox"
"Now"	""	"text"
"Number"	""	"listbox"
"Number of Allocated Tasks"	""	"text"
"Number of columns"	""	"label"
"Number of rows"	""	"label"
"Numbered List"	""	"tooltip"
"occurrences"	""	"label"
"occurs after (>)"	""	"text"
"occurs before (<)"	""	"text"
"occurs on or after (>=)"	""	"text"
"occurs on or before (<=)"	""	"text"
"of"	""	"label"
"of every"	""	"label"
"Offset"	""	"label"
"Offset dates from today"	""	"checkbox"
"Offset Dates..."	""	"menu"
"Offset subtask dates by the same amount"	""	"checkbox"
"Offset Task Dates"	""	"dialog"
"Offset Task Dates..."	""	"menu"
"Offset Task Start/Due Dates Backwards By"	""	"menu"
"Offset Task Start/Due Dates Forwards By"	""	"menu"
"OK"	""	"button"
"On that day"	""	"combobox"
"On the following day"	""	"combobox"
"Once"	""	"radiobutton"
"One Day"	""	"menu"
"One day equals"	""	"label"
"One Month"	""	"menu"
"One of the custom attributes being imported has the same unique ID as an existing attribute.\nWould you still like to import this item?\n\nClick 'Yes' to import it with a new ID, or 'No' to skip it."	""	"text"
"One or more of the selected tasks has uncompleted subtasks.\n\nWould you also like to set those subtasks to be completed?"	""	"text"
"One or more plugins that provide enhanced comments functionality are out of date.\n\nClick OK to continue, in which case you may not be able to edit a task's comments, \nor click Cancel to close ToDoList, to allow you to update the plugins before restarting."	""	"text"
"One or more selected tasks are dependent on other tasks that must be completed first."	""	"text"
"One or more tasks could not be exported."	""	"text"
"One or more tasks could not be imported successfully."	""	"text"
"One Week"	""	"menu"
"One week equals"	""	"label"
"One Weekday"	""	"menu"
"One Year"	""	"menu"
"Online Documentation"	""	"menu"
"Online Help"	""	"menu"
  "Online Help"	""	"tooltip"
"Only 'flash' the Reminder window for new (or reshown) reminders"	""	"checkbox"
"Only apply font to unformatted content"	""	"radiobutton"
"Only display tasks allocated to"	""	"checkbox"
"Only export title and comments for parent tasks"	""	"checkbox"
"Only show menu commands for visible columns/edit fields"	""	"checkbox"
"Only top-level task attributes are allowed in the Title section."	""	"text"
"Only when all the task's subtasks and siblings are also complete"	""	"checkbox"
"Open"	""	"button"
"Open Archive"	""	"menu"
"Open From"	""	"menu"
"Open Link"	""	"menu"
"Open Report Template"	""	"tooltip"
"Open Task File Link"	""	"menu"
"Open Tasklist"	""	"dialog"
  "Open Tasklist"	""	"tooltip"
"Open Tasklist..."	""	"menu"
"Open Tasklist|The file '%s' has a more recent file format than your \ncurrent version of ToDoList and you will therefore not be able to make any \nchanges to it."	""	"text"
"Open Tasklist|The file '%s' is currently read-only \nand you will not be able to make any changes to it."	""	"text"
"Open Url"	""	"menu"
"Operation"	""	"label"
"Option"	""	"sysheader32"
"Optional"	""	"text"
"Options"	""	"label"
"or"	""	"combobox"
  "or"	""	"label"
"Order Tabs by Name"	""	"menu"
"Orientation"	""	"label"
"Other"	""	"label"
"Other font"	""	"radiobutton"
"Other format"	""	"radiobutton"
"Other HTML exporter"	""	"radiobutton"
"Other Task Attributes"	""	"menu"
"Outline"	""	"combobox"
"Outlook field..."	""	"text"
"Outlook must be installed before 'outlook:' links will work."	""	"text"
"Output"	""	"groupbox"
"Outside Borders"	""	"tooltip"
"Owner"	""	"text"
"Paragraph"	""	"menu"
  "Paragraph"	""	"radiobutton"
"Parent"	""	"checklistbox"
"Parent Task ID"	""	"combobox"
"Parent tasks"	""	"combobox"
"Parent Tasks"	""	"groupbox"
"Parent/Child"	""	"combobox"
"Parent/child connection colour"	""	"label"
"Password"	""	"label"
"Password Required"	""	"text"
"Password Required - ToDoList"	""	"dialog"
"Paste"	""	"button"
  "Paste"	""	"menu"
"Paste '%s' Value to '%s'"	""	"menu"
"Paste '%s' Values to '%s'"	""	"menu"
"Paste (More)"	""	"menu"
"Paste (Normal)"	""	"menu"
"Paste as Reference"	""	"menu"
"Paste as Subtask"	""	"menu"
"Paste as Subtask of Selected Task"	""	"menu"
"Paste at bottom of tasklist"	""	"text"
"Paste Attribute Value"	""	"menu"
"Paste Below"	""	"menu"
"Paste Below Selected Task"	""	"menu"
"Paste Formatting"	""	"menu"
"Paste Simple (No formatting)"	""	"menu"
"Paste Single Value from '%s' Column to All Tasks in '%s' Column"	""	"menu"
"Paste Single Value from '%s' Column to All Selected Tasks in '%s' Column"	""	"menu"
"Paste %d Values from '%s' Column to '%s' Column"	""	"menu"
"Paste %d Values from '%s' Column to Selected Tasks in '%s' Column"	""	"menu"
"Paste Task Attributes"	""	"menu"
"Paste Tasks as Links"	""	"menu"
"Paste Tasks from Clipboard"	""	"dialog"
"Paste Values into Column"	""	"menu"
"Paste Values into Selected Tasks in Column"	""	"menu"
"Path"	""	"label"
  "Path"	""	"sysheader32"
  "Path"	""	"menu"
"Path (list view only)"	""	"text"
"Path to Stickies executable"	""	"label"
"Pattern"	""	"label"
"PDF Tree View"	""	"combobox"
"PDF Tree View Options"	""	"dialog"
"Percent"	""	"listbox"
"Percent Complete"	""	"checklistbox"
  "Percent Complete"	""	"combobox"
  "Percent Complete"	""	"menu"
"Percent Done"	""	"text"
"Percentage Load"	""	"text"
"Period"	""	"text"
"Period defining 'Recently Modified' tasks"	""	"label"
"Permission"	""	"text"
"Pick a dependency 'arrow' to delete..."	""	"text"
"Pick a dependency 'arrow' to edit..."	""	"text"
"Pick the 'bar' of the new task on which the just picked task will be dependent..."	""	"text"
"Pick the 'bar' of the task on which the just picked task will be dependent..."	""	"text"
"Pick the 'bar' of the task you want to be dependent on another task..."	""	"text"
"PID"	""	"text"
"pixels"	""	"label"
  "pixels"	""	"combobox"
"Placeholders"	""	"text"
"Plain Text"	""	"combobox"
"Play"	""	"text"
"Play this sound"	""	"label"
"Please ensure that the file is not already open for editing and \nthat you have the correct permissions and then try again."	""	"text"
"Please ensure that the following files are not open in another application"	""	"text"
"Please insert at least one space between the existing placeholders and then try again."	""	"text" 
"Please wait"	""	"text"
"Plugins Out of Date"	""	"text"
"Point size"	""	"label"
"Populate"	""	"button"
"Populate Columns"	""	"tooltip"
"Port"	""	"label"
"Pos."	""	"text"
"Position"	""	"checklistbox"
  "Position"	""	"menu"
"Position comments"	""	"label"
"Position edit fields"	""	"label"
"Preference Files"	""	"combobox"
"Preferences"	""	"tooltip"
  "Preferences"	""	"label"
"Preferences location"	""	"static"
"Preferences..."	""	"menu"
"Preferred format"	""	"label"
"Preparing due task notifications..."	""	"text"
"Preparing print preview..."	""	"text"
"Preserve comments"	""	"button"
"Preserve weekdays"	""	"checkbox"
"Preserve weekdays by default when recalculating task dates"	""	"checkbox"
"Preset Styles"	""	"label"
"Preview"	""	"label"
"Preview results"	""	"checkbox"
"Previous Image"	""	"tooltip"
"Previous Match"	""	"tooltip"
"Previous TaskList"	""	"menu"
"Print Preview Tasks"	""	"text"
  "Print Preview Tasks"	""	"dialog"
"Print Preview..."	""	"menu"
"Print Tasklist"	""	"dialog"
"Print Tasklist..."	""	"menu"
"Print Tasks"	""	"text"
"Print..."	""	"menu"
"Printing tasklists..."	""	"text"
"Priority"	""	"checklistbox"
  "Priority"	""	"combobox"
  "Priority"	""	"label"
  "Priority"	""	"menu"
"Priority Frequency"	""	"combobox"
"Progress"	""	"label"
"Project"	""	"label"
  "Project"	""	"text"
"Project Name"	""	"text"
"Properties..."	""	"menu"
"Protection"	""	"systabcontrol32"
"Provide a space below each task for notes"	""	"checkbox"
"Proxy"	""	"label"
"Quarter Centuries \t(eg. 2000-2024)"	""	"text"
"Quarters, mid \t\t(eg. Jan-Mar 2013)"	""	"combobox"
"Quarters, narrow \t(eg. Q1 2013)"	""	"combobox"
"Quarters, wide \t\t(eg. January-March 2013)"	""	"combobox"
"Quick Find"	""	"menu"
"Quick Task Find"	""	"text"
"Radio Button"	""	"menu"
"Range"	""	"label"
"Read-only"	""	"text"
"Read-only Status Change"	""	"text"
"Read-only: Checked in"	""	"text"
"Read-only: Newer format"	""	"text"
"Read-only: Under source control"	""	"text"
"Recalculate a task's 'Estimated time' whenever its start or due dates change"	""	"checkbox"
"Recalculate allocations when the 'Time Estimate' or 'Duration' changes"	""	"checkbox"
"Recalculate Time"	""	"text"
"Recalculate Worksheet"	""	"menu"
"Received By"	""	"text"
"Received Time"	""	"text"
"Recent Tasklist %d"	""	"menu"
"Recent Tasklists"	""	"menu"
"Recently Modified"	""	"menu"
"Record Bug Report..."	""	"menu"
"Recreate new task"	""	"radiobutton"
"Recurrence"	""	"checklistbox"
  "Recurrence"	""	"label"
  "Recurrence"	""	"menu"
"Recurrence Options"	""	"dialog"
"Recurring Task"	""	"dialog"
"Recurs"	""	"text"
"Redo"	""	"menu"
  "Redo"	""	"tooltip"
"Reference task colour"	""	"checkbox"
"Refresh"	""	"button"
"Refresh Filter"	""	"menu"
"Refresh my active 'Find Tasks' search"	""	"checkbox"
"Regional Settings Change|The user interface will be updated next time you restart ToDoList.\n\nWould you like to restart ToDoList now?"	""	"text"
"Regular"	""	"combobox"
"Relative to due/start date"	""	"radiobutton"
"Release Candidate"	""	"text"
"Reload Icons"	""	"button"
"Reload it and notify me"	""	"combobox"
"Reload it without asking me"	""	"combobox"
"Reload Tasklist"	""	"menu"
"Remaining Time"	""	"menu"
"Remind me"	""	"label"
"Remind me again at"	""	"radiobutton"
"Remind me again in"	""	"radiobutton"
"Reminder"	""	"menu"
  "Reminder"	""	"label"
"Reminder Time"	""	"text"
"Remote file name"	""	"label"
"Remote Server Details"	""	"dialog"
"Remove"	""	"label"
"Remove All Arrows"	""	"menu"
"Remove archived tasks from the tasklist"	""	"checkbox"
"Remove Arrows"	""	"menu"
"Remove Dependent Arrows"	""	"menu"
"Remove items from Outlook after importing"	""	"checkbox"
"Remove Page Break"	""	"menu"
"Remove Precedent Arrows"	""	"menu"
"Remove Tasklist from Source Control"	""	"menu"
"Remove the following tasklist information from your ini file?"	""	"text"
"Removing backup files..."	""	"text"
"Rename..."	""	"menu"
"ReoGrid XML Format"	""	"combobox"
"Repeat Last Action"	""	"menu"
"Replace"	""	"button"
  "Replace"	""	"label"
"Replace All"	""	"button"
"Replace in Comments"	""	"dialog"
"Replace in Task Titles"	""	"text"
"Replace with"	""	"label"
"Replace..."	""	"menu"
"Reply Recipient Names"	""	"text"
"Report Attributes"	""	"label"
"Report Builder"	""	"dialog"
  "Report Builder"	""	"combobox"
"Report Date"	""	"menu"
"Report Files"	""	"combobox"
"Report Footer"	""	"label"
"Report Header"	""	"label"
"Report Templates"	""	"combobox"
"Report Title"	""	"label"
"Reposition edit fields during resizing"	""	"checkbox"
"Requires Admin Privileges to modify"	""	"label"
"Reserved (not editable)"	""	"text"
"Reserved Keyboard Shortcut"	""	"text"
"Reset All Page Breaks"	""	"menu"
"Reset creation date to today"	""	"checkbox"
"Reset Elapsed Time"	""	"tooltip"
"Reset Height"	""	"menu"
"Reset to Default"	""	"text"
"Reset Version Number"	""	"menu"
"Reset Width"	""	"menu"
"Resize Attribute Columns to Fit"	""	"menu"
"Resize Grid"	""	"dialog"
"Resize..."	""	"menu"
"Restart"	""	"button"
"Restore Default Font Size"	""	"menu"
"Restore previously open tasklists on startup"	""	"checkbox"
"Restore tasklist filters when restarting ToDoList"	""	"checkbox"
"Restoring tasklists..."	""	"text"
"Result type"	""	"label"
"Results"	""	"label"
"Results (%d found)"	""	"text"
"Retry"	""	"button"
"Reuse existing task"	""	"radiobutton"
"Reuse the existing task"	""	"combobox"
"Rich Text"	""	"combobox"
"Rich Text Preferences"	""	"dialog"
"Right"	""	"combobox"
  "Right"	""	"menu"
"Right Align"	""	"tooltip"
"Right align attribute labels"	""	"checkbox"
"Right Border"	""	"tooltip"
"Right Bottom"	""	"menu"
"Right of Tasklist"	""	"combobox"
"Right Top"	""	"menu"
"Risk"	""	"checklistbox"
  "Risk"	""	"combobox"
  "Risk"	""	"label"
  "Risk"	""	"menu"
"Risk Frequency"	""	"combobox"
"Root"	""	"text"
"Round 'Time Periods' to whole numbers"	""	"checkbox"
"Row Properties"	""	"menu"
"Row span"	""	"label"
"Rows"	""	"menu"
"Run Minimised"	""	"checkbox"
"Run Tool Error"	""	"text"
"s"	""	"menu"
"Sample"	""	"label"
"Sample AaZa"	""	"label"
"Sample Task"	""	"text"
"Sample Text"	""	"button"
"Save"	""	"button"
"Save All"	""	"menu"
"Save All Tasklists"	""	"tooltip"
"Save As"	""	"dialog"
"Save As (%s)"	""	"text"
"Save passwords between sessions, for tasklists stored in other repositories (Open From..., Save To...)"	""	"checkbox"
"Save Report Template"	""	"tooltip"
"Save Report Template As"	""	"tooltip"
"Save Search"	""	"tooltip"
"Save Task View (%s) to Image..."	""	"menu"
"Save Task View to Image"	""	"text"
"Save Tasklist"	""	"menu"
  "Save Tasklist"	""	"dialog"
  "Save Tasklist"	""	"tooltip"
"Save Tasklist As"	""	"dialog"
"Save Tasklist As..."	""	"menu"
"Save To"	""	"menu"
"Save Transformation As"	""	"text"
"Saved Templates"	""	"tooltip"
"Saving"	""	"label"
"Saving task view image..."	""	"text"
"Saving tasklists..."	""	"text"
"Schedule and Priority"	""	"text"
"Scheme"	""	"radiobutton"
"Scroll to Selected Task"	""	"menu"
"Scroll To Today"	""	"tooltip"
"Search"	""	"label"
"Search Preferences"	""	"text"
"second"	""	"combobox"
"Select a category"	""	"text"
"Select a name"	""	"text"
"Select a status"	""	"text"
"Select a tag"	""	"text"
"Select a value"	""	"text"
"Select All"	""	"button"
  "Select All"	""	"menu"
"Select Background Image"	""	"dialog"
"Select Custom Icons"	""	"dialog"
"Select Dictionary"	""	"dialog"
"Select File"	""	"dialog"
"Select File to Download (%s)"	""	"text"
"Select File to Link to Task"	""	"text"
"Select Folder"	""	"text"
"Select Image File"	""	"dialog"
"Select items to import"	""	"label"
"Select Next Task"	""	"menu"
"Select Next Top Level Task"	""	"menu"
"Select None"	""	"button"
"Select Preference File"	""	"dialog"
"Select Previous Task"	""	"menu"
"Select Previous Top Level Task"	""	"menu"
"Select Reference Target Task"	""	"menu"
"Select Search Icon"	""	"dialog"
"Select Stylesheet"	""	"text"
"Select Task Dependencies"	""	"menu"
"Select Task Dependents"	""	"menu"
"Select Task Icon"	""	"dialog"
"Select Task References"	""	"menu"
"Select Tasklist"	""	"text"
"Select Watermark Image"	""	"dialog"
"Select your preferred display language"	""	"label"
"Selected Columns"	""	"menu"
"Selected Rows"	""	"menu"
"Selected Task"	""	"menu"
"Selected task (Task ID)"	""	"tooltip"
"Selected task [Path] (Task ID)"	""	"tooltip"
"Selected Task Alloc By"	""	"menu"
"Selected Task Alloc To"	""	"menu"
"Selected Task Comments"	""	"menu"
"Selected Task Custom Attribute"	""	"menu"
"Selected Task Date Range"	""	"label"
"Selected Task External ID"	""	"menu"
"Selected Task File Link"	""	"menu"
"Selected Task ID"	""	"menu"
"Selected task in active tasklist"	""	"radiobutton"
"Selected Task Path"	""	"menu"
"Selected Task Title"	""	"menu"
"Selected Tasks"	""	"text"
"Selected tasks only"	""	"radiobutton"
"Send"	""	"label"
"Sender"	""	"text"
"Sender Email"	""	"text"
"Sensitivity"	""	"text"
"Sent Date"	""	"text"
"Sent On Behalf Of"	""	"text"
"Server"	""	"label"
"Server Busy"	""	"dialog"
"Set '% Complete' increment  to"	""	"label"
"Set Background Colour"	""	"tooltip"
"Set Background Image"	""	"tooltip"
"Set focus to tasklist whenever ToDoList is activated"	""	"checkbox"
"Set period to 'this' month"	""	"text"
"Set Reminder"	""	"tooltip"
"Set Reminder..."	""	"menu"
"Set Task Colour..."	""	"menu"
"Set Task Dependency"	""	"menu"
"Set Task Icon"	""	"tooltip"
"Set Task Icon..."	""	"menu"
"Set Task Priority"	""	"menu"
"Set Task Reminder"	""	"dialog"
"Set..."	""	"button"
  "Set..."	""	"menu"
"Sets the focus to the tasklist"	""	"text"
"Sheet"	""	"menu"
"Shortcut"	""	"sysheader32"
"Show"	""	"label"
"Show '% Complete' as a progress bar"	""	"checkbox"
"Show '% Complete' as progress on task's gantt bar"	""	"checkbox"
"Show 'Reminders' as dates and times"	""	"checkbox"
"Show 'Visible Date Range' slider"	""	"combobox"
"Show a 'partially-complete' checkbox for incomplete parent tasks with completed subtasks"	""	"checkbox"
"Show a task's colour as a vertical bar"	""	"checkbox"
"Show All"	""	"menu"
"Show all subtasks"	""	"text"
"Show attribute columns to the right of the task tree"	""	"checkbox"
"Show checkbox beside task title when completion column is hidden"	""	"checkbox"
"Show close buttons on tabs"	""	"checkbox"
"Show comments as simple text"	""	"checkbox"
"Show comments even when task view is maximised"	""	"checkbox"
"Show default filters in 'Filter Bar'"	""	"checkbox"
"Show default task icons in icon selection dialog"	""	"checkbox"
"Show dependencies"	""	"combobox"
"Show edit field"	""	"combobox"
"Show fields whose corresponding column is visible"	""	"radiobutton"
"Show Formatting Toolbar"	""	"menu"
"Show full date in each cell"	""	"checkbox"
"Show full task path in Sticky"	""	"checkbox"
"Show gridlines"	""	"checkbox"
"Show menu item IDs"	""	"checkbox"
"Show non-file links as text"	""	"checkbox"
"Show on separate page"	""	"checkbox"
"Show parent tasks"	""	"checkbox"
  "Show parent tasks"	""	"combobox"
"Show parent tasks with a folder icon"	""	"checkbox"
"Show Project Name Field"	""	"menu"
"Show Reminder Notification Window"	""	"menu"
"Show Ruler"	""	"menu"
"Show task infotips"	""	"checkbox"
"Show task titles only"	""	"checkbox"
"Show tasklist close button on the menubar"	""	"checkbox"
"Show Tasklist in Explorer"	""	"menu"
"Show Tasks Due"	""	"menu"
"Show Tasks Due by Today"	""	"menu"
"Show the 'Week Number' on the first day of the week"	""	"checkbox"
"Show the Time-Tracker window whenever a task's time is tracked"	""	"checkbox"
"Show Time"	""	"text"
"Show Time Tracker"	""	"menu"
"Show ToDoList"	""	"menu"
"Show vertical mini calendar-bar"	""	"checkbox"
"Simple Source Control"	""	"label"
"Simple Text"	""	"combobox"
"Simple web page"	""	"radiobutton"
"Size"	""	"groupbox"
  "Size"	""	"label"
  "Size"	""	"sysheader32"
"Small Icons"	""	"menu"
"Smallest editable interval"	""	"label"
"Snap Mode"	""	"label"
"Snooze"	""	"button"
"Snooze All"	""	"button"
"Solid"	""	"menu"
"Some tasks could not be imported from '%s'."	""	"text"
"Some tasks could not be imported from the clipboard text."	""	"text"
"Sort A to Z"	""	"menu"
"Sort by"	""	"label"
"Sort By"	""	"menu"
"Sort groups ascending"	""	"combobox"
"Sort subtasks below their respective parent task"	""	"checkbox"
"Sort Tasks"	""	"menu"
  "Sort Tasks"	""	"tooltip"
"Sort Z to A"	""	"menu"
"Sortable"	""	"combobox"
"Sorting"	""	"label"
"Sounds"	""	"text"
"Source Control"	""	"menu"
"Source Control Changes"	""	"text"
"spaces"	""	"label"
"Specific"	""	"radiobutton"
"Specific days"	""	"label"
"Specify a Version"	""	"text"
"Spell Check"	""	"menu"
"Spell Check Comments"	""	"menu"
"Spell Check Task Title"	""	"menu"
"Spell Checker"	""	"text"
"Spell Checking"	""	"dialog"
"SpellChecker Engines"	""	"text"
"Spent"	""	"text"
"Spent: %s"	""	"text"
"Spiral"	""	"combobox"
"Split Selected Task into"	""	"menu"
"Split Selected Task into Two (2) Equal Subtasks"	""	"menu"
"Split Tasks into"	""	"menu"
"Split Tasks into Two (2) Subtasks"	""	"menu"
"Spreadsheet"	""	"combobox"
"Spreadsheet Files"	""	"combobox"
"Stable Release"	""	"text"
"Stack tab bar items"	""	"checkbox"
"Start"	""	"sysheader32"
  "Start"	""	"combobox"
"Start Date"	""	"checkbox"
  "Start Date"	""	"combobox"
  "Start Date"	""	"label"
  "Start Date"	""	"menu"
"Start date"	""	"label"
"Start Time"	""	"label"
"Start Tracking"	""	"text"
"Start/Stop Tracking"	""	"text"
"Started Tasks"	""	"menu"
"Started/Completed Tasks"	""	"combobox"
"starts"	""	"combobox"
"Static"	""	"label"
"Status"	""	"checklistbox"
  "Status"	""	"combobox"
  "Status"	""	"label"
  "Status"	""	"menu"
"Status Bar"	""	"menu"
"Status Change"	""	"text"
"Status Frequency"	""	"combobox"
"Steps"	""	"groupbox"
"Stickies|Stickies*.exe||"	""	"text"
"Stop Tracking"	""	"text"
"Straight line connections"	""	"combobox"
"Strike-through completed tasks"	""	"checkbox"
"Strikethrough"	""	"menu"
  "Strikethrough"	""	"tooltip"
"Style"	""	"groupbox"
"Style Brush"	""	"tooltip"
"Styles"	""	"menu"
"Stylesheet"	""	"label"
"Stylesheet not found"	""	"label"
"Subject"	""	"text"
"Subscript"	""	"menu"
"Subtask Completion"	""	"checklistbox"
  "Subtask Completion"	""	"menu"
"Subtask of selected task"	""	"combobox"
"Subtasks"	""	"text"
"Subtasks are indented at each level with"	""	"label"
"Subtract"	""	"combobox"
"Superscript"	""	"menu"
"Suspend Reference Updating"	""	"menu"
"Switch To..."	""	"button"
"Symbol"	""	"label"
"Symbols..."	""	"tooltip"
"Synchronise a task's 'Completion' to changes in its 'Status'"	""	"checkbox"
"Synchronised to task dates"	""	"radiobutton"
"System File Required|ToDoList requires the 'Microsoft Visual C++ %d (x86) Redistributable Package' to be installed.\n\nClick 'OK' to visit the appropriate download page or 'Cancel' to quit."	""	"text"
"tab"	""	"combobox"
"tab-stops"	""	"label"
"Table"	""	"menu"
"Table Properties"	""	"menu"
"Table width"	""	"label"
"Table..."	""	"menu"
"Tabular"	""	"radiobutton"
"Tag Frequency"	""	"combobox"
"Tags"	""	"label"
  "Tags"	""	"combobox"
  "Tags"	""	"menu"
"Take a task's '% Complete' into account when calculating time estimates"	""	"checkbox"
"Target"	""	"label"
"Task"	""	"sysheader32"
  "Task"	""	"label"
"Task Attribute Visibility"	""	"dialog"
"Task Attribute Visibility..."	""	"menu"
"Task Attribute..."	""	"sysheader32"
"Task Attributes"	""	"label"
"Task Colouring"	""	"label"
"Task Completion"	""	"label"
"Task Comments"	""	"label"
  "Task Comments"	""	"menu"
"Task date not set"	""	"tooltip"
"Task Dependencies"	""	"dialog"
"Task Dependency"	""	"menu"
"Task Dependency (full)"	""	"menu"
"Task Depth"	""	"button"
"Task Dialog"	""	"menu"
"Task Formatting"	""	"label"
"Task ID"	""	"combobox"
  "Task ID"	""	"checklistbox"
  "Task ID"	""	"label"
  "Task ID"	""	"menu"
"Task ID / Parent ID"	""	"checklistbox"
"Task Link"	""	"menu"
"Task Link (full)"	""	"menu"
"Task Matches"	""	"sysheader32"
"Task Not Found"	""	"text"
"Task Occurs"	""	"groupbox"
"Task Path"	""	"menu"
"Task Reminders"	""	"dialog"
"Task Reminders (%d)"	""	"dialog"
"Task title"	""	"label"
"Task Title"	""	"menu"
"Task Tree"	""	"menu"
  "Task Tree"	""	"systabcontrol32"
"Task View"	""	"radiobutton"
"Task View %d"	""	"menu"
"Task View Font"	""	"menu"
"Task View Tab Bar"	""	"menu"
"Task View Visibility"	""	"menu"
"Task Visibility"	""	"groupbox"
"Task/Attribute Selection"	""	"label"
"Tasklist"	""	"label"
"Tasklist could not be printed"	""	"text"
"Tasklist File Title"	""	"menu"
"Tasklist file version"	""	"text"
"Tasklist Filename"	""	"menu"
"Tasklist Folder"	""	"menu"
"Tasklist font"	""	"checkbox"
"Tasklist Pathname"	""	"menu"
"Tasklist Tab Bar"	""	"label"
  "Tasklist Tab Bar"	""	"menu"
"Tasklist Tab Colour"	""	"menu"
"Tasklists"	""	"combobox"
"Tasks"	""	"groupbox"
"Tasks Not Started"	""	"text"
"Tasks>Attribute Calculations"	""	"text"
"Tasks>Defaults"	""	"text"
"Tasks>Defaults>Dynamic Droplists"	""	"text"
"Tasks>Defaults>Inheritable Attributes"	""	"text"
"Tasks>Defaults>Task Attributes"	""	"text"
"Tasks>Time Periods"	""	"text"
"Tasks>Time Tracking"	""	"text"
"Test Tool"	""	"button"
"Text"	""	"groupbox"
  "Text"	""	"label"
  "Text"	""	"menu"
"Text Alignment"	""	"label"
"Text Colour"	""	"tooltip"
"Text Control"	""	"label"
"Text Files"	""	"combobox"
"Text prompt"	""	"text"
"The"	""	"radiobutton"
"the active tasklist"	""	"combobox"
"The active tasklist"	""	"combobox"
"The application was successfully upgraded to the latest version."	""	"text"
"The clipboard text contained no tasks which could be imported."	""	"text"
"The clipboard text does not have a recognised format."	""	"text"
"the Close button is selected"	""	"combobox"
"the computer is hibernated or in stand-by"	""	"checkbox"
"The confirmation did not match the password.\n\nPlease try again."	""	"text"
"The earlier of the task's 'Due' (or 'Completion') date and 'Today'"	""	"radiobutton"
"The earliest of its due date and all its subtasks' due dates"	""	"radiobutton"
"The earliest of its start date and all its subtasks' start dates"	""	"radiobutton"
"The exported content could not be saved to '%s'"	""	"text"
"The file '%s' could not be imported into the registry.\n\nPlease check that it is a valid preference file and try again."	""	"text"
"The file '%s' does not have a recognised format."	""	"text"
"The file '%s' has been modified outside of ToDoList."	""	"text"
"The file '%s' is read-only.\n\nPlease select another filename"	""	"text"
"The following days represent the weekend"	""	"label"
"The following files will be be overwritten by the export"	""	"text"
"The following task has been tracked for %d minutes:\n\n%s: %s"	""	"text"
"The following tasklists have been checked in:\n\n%s"	""	"text"
"The following tasklists have been checked out:\n\n%s"	""	"text"
"The following tasklists have been reloaded:\n\n%s"	""	"text"
"The following tasks are due by the end of next month"	""	"text"
"The following tasks are due by the end of next week"	""	"text"
"The following tasks are due by the end of this month"	""	"text"
"The following tasks are due by the end of this week"	""	"text"
"The following tasks are due today"	""	"text"
"The following tasks are due tomorrow"	""	"text"
"The keyboard shortcut you have just used is now reserved for use by ToDoList.\n\nWould you like to change it to something else?"	""	"text"
"The later of the task's 'Start' date and 'Today'"	""	"radiobutton"
"The latest of its due date and all its subtasks' due dates"	""	"radiobutton"
"The latest of its start date and all its subtasks' start dates"	""	"radiobutton"
"The log file could not be updated."	""	"text"
"the Minimise button is selected"	""	"combobox"
"the Minimise or Close button is selected"	""	"combobox"
"The output path '%s' could not be created.\n\nPlease specify an alternative location."	""	"text"
"The requested image was too large to be created.\n\nTry zooming out or otherwise reducing the extents of the tasks to be rendered."	""	"text"
"The selected file could not be opened.\n\nPlease check that the file exists and that there is an application \nregistered for opening the selected file type."	""	"text"
"The selected folder contains no items"	""	"text"
"The selected preference file contains no tools.\n\nWould you like to try an alternative preference file?"	""	"text"
"The selected task contains one or more uncompleted subtasks.\n\nWould you also like to set those subtasks to be completed?"	""	"text"
"The selected task has circular dependencies that must be resolved before it can be completed."	""	"text"
"The selected task is dependent on another task that must be completed first.\n\nWould you like to view the dependency?"	""	"text"
"The selected task's comments had no spelling errors"	""	"text"
"The selected task's title had no spelling errors"	""	"text"
"The selected tasklist did not contain any custom attributes."	""	"text"
"The selected tasks have no dependents."	""	"text"
"The selected tasks have no references."	""	"text"
"The selected tasks include no task references."	""	"text"
"The status of the file '%s' has changed \nfrom 'read-only' to 'writable'."	""	"text"
"The status of the file '%s' has changed \nfrom 'writable' to 'read-only'."	""	"text"
"the task is not selected"	""	"checkbox"
"The task's 'Creation' date"	""	"radiobutton"
"The task's 'Due' (or 'Completion') date"	""	"radiobutton"
"The task's 'Start' date"	""	"radiobutton"
"The tasklist '%s' contained specific characters that could not be saved. Typically these will be found in a task's comments having been copied and pasted from another application.\n\nYou will need to remove these characters before you can save your tasklist."	""	"text"
"The tasklist '%s' could not be decrypted using the provided password.\n\nWould you like to try again?"	""	"text"
"The tasklist '%s' could not be found. \n\nPlease check that the full path has been provided and is correct."	""	"text"
"The tasklist '%s' has been encrypted.\n\nPlease enter the required password below."	""	"text"
